# start_epoch_ms=1772061501233 srk_root=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu python=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu/venv/bin/python
ts_epoch_ms	stream	line
1772061501265	zmq_stats_client	2026-02-25 18:18:21,265 - INFO - Connected to UE stats publisher at tcp://127.0.0.1:5555
1772061501265	zmq_stats_client	2026-02-25 18:18:21,265 - INFO - Subscribed to 'ue_stats' topic
1772061501265	zmq_stats_client	2026-02-25 18:18:21,265 - INFO - Starting UE stats subscriber...
1772061501265	zmq_stats_client	2026-02-25 18:18:21,265 - INFO - Waiting for UE stats data (max_messages: unlimited)
1772061501265	zmq_stats_client	2026-02-25 18:18:21,265 - INFO - Press Ctrl+C to stop
1772061501466	zmq_stats_client	2026-02-25 18:18:21,466 - INFO - Received UE stats #1: 3 UEs at timestamp 1772061501147
1772061501466	zmq_stats_client	
1772061501466	zmq_stats_client	--- UE Stats #1 (TS: 1772061501147) ---
1772061501466	zmq_stats_client	UE 0, RNTI 12007 (0x2ee7): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓5, PRBs(delta) ↑0/↓5, PRBs(cum) ↑5483/↓685
1772061501466	zmq_stats_client	UE 1, RNTI 6219 (0x184b): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓5, PRBs(delta) ↑0/↓5, PRBs(cum) ↑3789/↓487
1772061501466	zmq_stats_client	UE 2, RNTI 12237 (0x2fcd): MCS ↑0/↓0, BLER ↑0.000/↓0.001, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑3193/↓411
1772061501466	zmq_stats_client	---
1772061501967	zmq_stats_client	2026-02-25 18:18:21,967 - INFO - Received UE stats #2: 3 UEs at timestamp 1772061501647
1772061501967	zmq_stats_client	
1772061501967	zmq_stats_client	--- UE Stats #2 (TS: 1772061501647) ---
1772061501967	zmq_stats_client	UE 0, RNTI 12007 (0x2ee7): MCS ↑4/↓3, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓49, PRBs(delta) ↑0/↓601, PRBs(cum) ↑13558/↓1275
1772061501967	zmq_stats_client	UE 1, RNTI 6219 (0x184b): MCS ↑4/↓3, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓58, PRBs(delta) ↑0/↓637, PRBs(cum) ↑12179/↓1091
1772061501967	zmq_stats_client	UE 2, RNTI 12237 (0x2fcd): MCS ↑3/↓3, BLER ↑0.000/↓0.001, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓50, PRBs(delta) ↑0/↓600, PRBs(cum) ↑11217/↓946
1772061501967	zmq_stats_client	---
1772061502468	zmq_stats_client	2026-02-25 18:18:22,468 - INFO - Received UE stats #3: 3 UEs at timestamp 1772061502147
1772061502468	zmq_stats_client	
