# start_epoch_ms=1771539881791 srk_root=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu python=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu/venv/bin/python
ts_epoch_ms	stream	line
1771539881832	zmq_stats_client	2026-02-19 17:24:41,832 - INFO - Connected to UE stats publisher at tcp://127.0.0.1:5555
1771539881833	zmq_stats_client	2026-02-19 17:24:41,832 - INFO - Subscribed to 'ue_stats' topic
1771539881833	zmq_stats_client	2026-02-19 17:24:41,832 - INFO - Starting UE stats subscriber...
1771539881833	zmq_stats_client	2026-02-19 17:24:41,832 - INFO - Waiting for UE stats data (max_messages: unlimited)
1771539881833	zmq_stats_client	2026-02-19 17:24:41,832 - INFO - Press Ctrl+C to stop
1771539882133	zmq_stats_client	2026-02-19 17:24:42,133 - INFO - Received UE stats #1: 1 UEs at timestamp 1771539881757
1771539882133	zmq_stats_client	
1771539882133	zmq_stats_client	--- UE Stats #1 (TS: 1771539881757) ---
1771539882133	zmq_stats_client	UE 0, RNTI 18854 (0x49a6): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑79106/↓8094
1771539882133	zmq_stats_client	---
1771539882634	zmq_stats_client	2026-02-19 17:24:42,634 - INFO - Received UE stats #2: 1 UEs at timestamp 1771539882257
1771539882634	zmq_stats_client	
1771539882634	zmq_stats_client	--- UE Stats #2 (TS: 1771539882257) ---
1771539882634	zmq_stats_client	UE 0, RNTI 18854 (0x49a6): MCS ↑10/↓11, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓47, PRBs(delta) ↑0/↓784, PRBs(cum) ↑179821/↓10845
1771539882634	zmq_stats_client	---
1771539883135	zmq_stats_client	2026-02-19 17:24:43,135 - INFO - Received UE stats #3: 1 UEs at timestamp 1771539882757
1771539883135	zmq_stats_client	
1771539883135	zmq_stats_client	--- UE Stats #3 (TS: 1771539882757) ---
1771539883135	zmq_stats_client	UE 0, RNTI 18854 (0x49a6): MCS ↑21/↓22, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓7, PRBs(delta) ↑0/↓1555, PRBs(cum) ↑295019/↓14795
1771539883135	zmq_stats_client	---
1771539883636	zmq_stats_client	2026-02-19 17:24:43,635 - INFO - Received UE stats #4: 1 UEs at timestamp 1771539883257
1771539883636	zmq_stats_client	
1771539883636	zmq_stats_client	--- UE Stats #4 (TS: 1771539883257) ---
1771539883636	zmq_stats_client	UE 0, RNTI 18854 (0x49a6): MCS ↑28/↓28, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓8, PRBs(delta) ↑0/↓1754, PRBs(cum) ↑392611/↓18438
1771539883636	zmq_stats_client	---
1771539884136	zmq_stats_client	2026-02-19 17:24:44,136 - INFO - Received UE stats #5: 1 UEs at timestamp 1771539883757
1771539884136	zmq_stats_client	
1771539884136	zmq_stats_client	--- UE Stats #5 (TS: 1771539883757) ---
1771539884136	zmq_stats_client	UE 0, RNTI 18854 (0x49a6): MCS ↑28/↓28, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓8, PRBs(delta) ↑0/↓1522, PRBs(cum) ↑488637/↓21892
1771539884137	zmq_stats_client	---
1771539884637	zmq_stats_client	2026-02-19 17:24:44,637 - INFO - Received UE stats #6: 1 UEs at timestamp 1771539884257
1771539884637	zmq_stats_client	
1771539884637	zmq_stats_client	--- UE Stats #6 (TS: 1771539884257) ---
