# start_epoch_ms=1771540536171 srk_root=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu python=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu/venv/bin/python
ts_epoch_ms	stream	line
1771540536202	zmq_stats_client	2026-02-19 17:35:36,202 - INFO - Connected to UE stats publisher at tcp://127.0.0.1:5555
1771540536202	zmq_stats_client	2026-02-19 17:35:36,202 - INFO - Subscribed to 'ue_stats' topic
1771540536202	zmq_stats_client	2026-02-19 17:35:36,202 - INFO - Starting UE stats subscriber...
1771540536202	zmq_stats_client	2026-02-19 17:35:36,202 - INFO - Waiting for UE stats data (max_messages: unlimited)
1771540536202	zmq_stats_client	2026-02-19 17:35:36,202 - INFO - Press Ctrl+C to stop
1771540536502	zmq_stats_client	2026-02-19 17:35:36,502 - INFO - Received UE stats #1: 6 UEs at timestamp 1771540536161
1771540536503	zmq_stats_client	
1771540536503	zmq_stats_client	--- UE Stats #1 (TS: 1771540536161) ---
1771540536503	zmq_stats_client	UE 0, RNTI 37847 (0x93d7): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓5, PRBs(delta) ↑0/↓5, PRBs(cum) ↑5982/↓735
1771540536503	zmq_stats_client	UE 1, RNTI 56575 (0xdcff): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑4304/↓547
1771540536503	zmq_stats_client	UE 2, RNTI 27655 (0x6c07): MCS ↑0/↓0, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑3747/↓472
1771540536503	zmq_stats_client	UE 3, RNTI 14746 (0x399a): MCS ↑0/↓0, BLER ↑0.000/↓0.001, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑3187/↓409
1771540536503	zmq_stats_client	UE 4, RNTI 54952 (0xd6a8): MCS ↑0/↓0, BLER ↑0.000/↓0.003, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑2582/↓362
1771540536503	zmq_stats_client	UE 5, RNTI 13141 (0x3355): MCS ↑0/↓0, BLER ↑0.000/↓0.005, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓0, PRBs(delta) ↑0/↓0, PRBs(cum) ↑2297/↓334
1771540536503	zmq_stats_client	---
1771540537003	zmq_stats_client	2026-02-19 17:35:37,003 - INFO - Received UE stats #2: 6 UEs at timestamp 1771540536661
1771540537003	zmq_stats_client	
1771540537003	zmq_stats_client	--- UE Stats #2 (TS: 1771540536661) ---
1771540537003	zmq_stats_client	UE 0, RNTI 37847 (0x93d7): MCS ↑2/↓2, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓16, PRBs(max) ↑0/↓46, PRBs(delta) ↑0/↓631, PRBs(cum) ↑8373/↓1054
1771540537003	zmq_stats_client	UE 1, RNTI 56575 (0xdcff): MCS ↑2/↓1, BLER ↑0.000/↓0.000, PRBs(inst) ↑0/↓0, PRBs(max) ↑0/↓45, PRBs(delta) ↑0/↓295, PRBs(cum) ↑6605/↓863
